chr	pos		N	X
chr19	24401206		11	11
chr19	24401211		12	11
chr19	24401542		67	63
chr19	24401584		64	61
chr19	24402904		9	7
chr19	24402911		7	6
chr19	24403256		7	7
chr19	24403284		5	4
chr19	24403607		14	2
chr19	24403694		8	6
chr19	24403740		11	11
chr19	24403761		12	12
chr19	24404506		19	13
chr19	24404535		16	14
chr19	24404958		12	12
chr19	24404969		10	10
chr19	24405656		35	32
chr19	24405700		26	19
chr19	24405978		26	26
chr19	24405981		24	24
chr19	24406417		45	44
chr19	24406496		24	22
chr19	24407425		28	27
chr19	24407438		32	31
chr19	24407531		29	27
chr19	24407572		23	23
chr19	24409056		7	7
chr19	24409064		6	4
chr19	24409304		21	18
chr19	24409384		18	17
chr19	24411403		17	17
chr19	24411466		26	24
chr19	24412202		20	20
chr19	24412209		20	20
chr19	24412318		12	11
chr19	24412384		12	12
chr19	24413072		17	16
chr19	24413094		15	14
chr19	24413240		17	17
chr19	24413283		14	14
chr19	24413710		35	32
chr19	24413744		22	21
chr19	24415309		9	9
chr19	24415337		13	13
chr19	24417242		22	2
chr19	24417260		20	1
chr19	24417443		17	9
chr19	24417476		15	7
chr19	24418326		19	1
chr19	24418395		21	1
chr19	24418539		28	27
chr19	24418541		28	26
chr19	24418712		12	12
chr19	24418774		12	10
chr19	24419452		12	12
chr19	24419468		13	13
chr19	24422002		12	12
chr19	24422012		12	12
chr19	24422172		23	23
chr19	24422191		21	21
chr19	24422308		14	14
chr19	24422348		13	13
chr19	24422812		8	8
chr19	24422826		10	8
chr19	24423784		17	13
chr19	24423797		19	17
chr19	24424666		15	15
chr19	24424689		12	12
chr19	24424713		16	15
chr19	24424742		16	15
chr19	24425749		25	25
chr19	24425798		26	26
chr19	24426707		15	14
chr19	24426730		14	14
chr19	24426922		8	8
chr19	24426961		12	11
chr19	24427212		33	32
chr19	24427298		42	40
chr19	24427549		13	13
chr19	24427555		17	16
chr19	24428438		27	27
chr19	24428473		41	39
chr19	24428639		23	23
chr19	24428651		26	26
chr19	24428921		12	11
chr19	24428942		11	11
chr19	24430736		27	26
chr19	24430744		26	26
chr19	24431829		20	19
chr19	24431885		15	15
chr19	24433787		15	15
chr19	24433792		13	13
chr19	24434193		11	11
chr19	24434196		12	12
chr19	24434425		10	10
chr19	24434469		14	11
chr19	24434578		15	15
chr19	24434593		18	15
chr19	24434862		24	23
chr19	24434891		15	15
chr19	24435003		14	14
chr19	24435082		12	12
chr19	24435241		25	22
chr19	24435277		18	16
chr19	24435648		21	18
chr19	24435692		25	22
chr19	24437404		11	5
chr19	24437461		21	5
chr19	24437718		12	12
chr19	24437781		24	22
chr19	24438703		22	21
chr19	24438784		9	9
chr19	24439116		26	21
chr19	24439191		18	8
chr19	24439293		20	6
chr19	24439300		20	12
chr19	24439628		32	11
chr19	24439665		29	17
chr19	24439941		8	6
chr19	24439992		12	6
chr19	24440350		34	30
chr19	24440375		30	29
chr19	24440428		26	25
chr19	24440488		7	7
chr19	24440967		52	49
chr19	24440988		53	51
chr19	24441513		16	16
chr19	24441570		21	19
chr19	24441941		27	27
chr19	24441961		29	29
chr19	24442401		17	16
chr19	24442450		12	11
chr19	24442913		10	9
chr19	24442966		13	6
chr19	24443313		26	22
chr19	24443370		35	26
chr19	24443643		20	19
chr19	24443659		17	17
chr19	24443705		16	15
chr19	24443766		17	17
chr19	24443913		8	8
chr19	24443920		8	8
chr19	24444109		14	10
chr19	24444143		18	15
chr19	24446153		23	20
chr19	24446178		29	28
chr19	24446207		25	25
chr19	24446217		23	22
chr19	24447007		32	31
chr19	24447080		13	13
chr19	24447687		31	31
chr19	24447700		29	28
chr19	24447816		20	20
chr19	24447847		29	24
chr19	24448311		22	21
chr19	24448314		22	22
chr19	24448760		24	22
chr19	24448766		21	21
chr19	24448884		18	16
chr19	24448892		20	19
chr19	24449139		50	50
chr19	24449173		43	41
chr19	24450211		16	14
chr19	24450265		23	23
chr19	24450853		12	12
chr19	24450872		10	9
chr19	24450910		10	10
chr19	24450972		9	9
chr19	24451051		21	20
chr19	24451065		25	25
chr19	24451711		23	21
chr19	24451745		16	15
chr19	24452313		23	10
chr19	24452345		29	21
chr19	24452426		41	29
chr19	24452471		43	14
chr19	24453344		27	7
chr19	24453371		26	3
chr19	24454407		29	15
chr19	24454499		33	17
chr19	24455024		20	20
chr19	24455056		21	21
chr19	24455108		29	28
chr19	24455113		25	25
chr19	24455818		15	15
chr19	24455850		20	17
chr19	24456460		8	5
chr19	24456497		10	5
chr19	24456545		13	2
chr19	24456547		13	3
chr19	24456673		8	4
chr19	24456678		8	4
chr19	24457104		13	13
chr19	24457136		11	11
chr19	24459503		26	25
chr19	24459589		19	13
chr19	24461404		27	23
chr19	24461427		32	31
chr19	24461603		15	15
chr19	24461627		14	13
chr19	24462909		32	19
chr19	24462975		54	27
chr19	24464202		25	23
chr19	24464229		31	29
chr19	24464642		16	10
chr19	24464675		17	16
chr19	24464818		15	14
chr19	24464858		16	16
chr19	24465203		11	10
chr19	24465255		15	15
chr19	24466674		12	12
chr19	24466695		8	7
chr19	24466754		5	5
chr19	24466776		8	7
chr19	24466807		15	13
chr19	24466874		28	12
chr19	24467601		33	19
chr19	24467660		20	18
chr19	24467726		20	19
chr19	24467751		19	18
chr19	24467914		22	21
chr19	24467998		30	29
chr19	24468004		30	30
chr19	24468084		28	28
chr19	24468217		27	27
chr19	24468241		24	23
chr19	24468310		12	12
chr19	24468346		20	18
chr19	24468852		19	17
chr19	24468889		20	19
chr19	24469359		10	1
chr19	24469372		11	0
chr19	24470772		10	10
chr19	24470784		9	9
chr19	24471756		12	12
chr19	24471786		10	9
chr19	24472427		20	18
chr19	24472489		14	14
chr19	24472643		11	11
chr19	24472650		11	11
chr19	24472704		14	14
chr19	24472719		13	13
chr19	24473545		22	21
chr19	24473583		21	20
chr19	24473704		16	9
chr19	24473737		15	11
chr19	24474401		19	17
chr19	24474456		16	15
chr19	24475042		18	14
chr19	24475060		12	12
chr19	24475110		6	5
chr19	24475175		11	7
chr19	24475330		19	15
chr19	24475371		13	11
chr19	24475530		15	3
chr19	24475573		10	0
chr19	24476228		43	37
chr19	24476268		33	21
chr19	24477937		19	2
chr19	24477941		19	1
chr19	24478065		30	10
chr19	24478099		30	19
chr19	24478156		27	13
chr19	24478163		27	18
chr19	24478567		18	16
chr19	24478585		16	15
chr19	24479054		69	67
chr19	24479077		66	64
chr19	24479620		40	26
chr19	24479657		35	18
chr19	24480113		2	2
chr19	24480132		6	5
chr19	24482344		29	25
chr19	24482369		27	21
chr19	24482452		12	8
chr19	24482464		10	7
chr19	24482852		28	26
chr19	24482863		28	27
chr19	24482957		17	17
chr19	24482978		17	17
chr19	24486032		13	12
chr19	24486080		16	16
chr19	24486440		14	14
chr19	24486500		13	13
chr19	24486531		12	12
chr19	24486550		14	13
chr19	24489324		37	37
chr19	24489341		33	31
chr19	24489837		18	18
chr19	24489848		21	21
chr19	24490648		28	28
chr19	24490694		32	32
chr19	24491161		19	18
chr19	24491165		19	19
chr19	24491641		23	20
chr19	24491654		20	17
chr19	24491928		9	7
chr19	24491948		9	5
chr19	24493003		8	7
chr19	24493010		10	9
chr19	24493312		27	25
chr19	24493398		32	28
chr19	24493654		9	9
chr19	24493658		7	6
chr19	24493809		20	20
chr19	24493816		20	20
chr19	24494026		21	20
chr19	24494097		24	24
chr19	24494633		24	23
chr19	24494661		26	26
chr19	24494720		15	15
chr19	24494749		10	9
chr19	24495023		11	8
chr19	24495084		8	7
chr19	24495482		26	18
chr19	24495492		32	12
chr19	24496036		19	19
chr19	24496040		20	20
chr19	24496347		12	11
chr19	24496371		9	9
chr19	24496504		12	11
chr19	24496538		10	10
chr19	24497016		26	20
chr19	24497061		31	27
chr19	24498552		48	47
chr19	24498577		50	50
chr19	24500034		28	22
chr19	24500066		33	33
chr19	24500320		15	15
chr19	24500331		17	17
chr19	24500556		15	11
chr19	24500560		15	11
chr19	24501312		11	10
chr19	24501319		12	10
chr19	24502732		22	8
chr19	24502780		11	5
chr19	24502804		10	6
chr19	24502838		12	6
chr19	24504427		30	30
chr19	24504439		32	31
chr19	24505041		27	25
chr19	24505052		29	24
chr19	24506122		16	16
chr19	24506140		18	18
chr19	24506612		29	28
chr19	24506624		31	31
chr19	24507233		21	21
chr19	24507243		21	21
chr19	24507685		15	14
chr19	24507696		17	16
chr19	24507835		28	28
chr19	24507871		35	34
chr19	24508213		15	13
chr19	24508225		12	9
chr19	24508923		16	15
chr19	24508941		14	14
chr19	24509007		11	10
chr19	24509097		24	17
chr19	24509548		6	6
chr19	24509551		6	6
chr19	24509629		5	5
chr19	24509678		4	3
chr19	24509885		11	11
chr19	24509898		12	12
chr19	24511010		51	36
chr19	24511048		40	32
chr19	24511153		18	10
chr19	24511176		15	12
chr19	24511415		15	14
chr19	24511451		11	11
chr19	24512002		8	4
chr19	24512096		16	5
chr19	24512241		12	5
chr19	24512273		11	6
chr19	24513342		13	12
chr19	24513394		10	8
chr19	24513847		12	7
chr19	24513899		16	7
chr19	24514944		11	10
chr19	24514969		14	14
chr19	24515005		19	17
chr19	24515013		18	18
chr19	24515139		17	17
chr19	24515161		13	12
chr19	24516014		18	17
chr19	24516085		18	17
chr19	24516412		25	23
chr19	24516481		11	8
chr19	24516657		26	25
chr19	24516670		26	26
chr19	24516746		34	32
chr19	24516760		30	29
chr19	24516813		23	22
chr19	24516881		20	20
chr19	24517615		20	20
chr19	24517623		20	20
chr19	24519128		5	5
chr19	24519190		11	10
chr19	24519905		13	13
chr19	24520000		21	21
chr19	24520208		24	23
chr19	24520291		22	21
chr19	24520466		24	23
chr19	24520477		23	22
chr19	24520701		23	18
chr19	24520707		21	21
chr19	24520816		15	14
chr19	24520834		9	9
chr19	24521106		18	18
chr19	24521162		23	23
chr19	24521320		17	17
chr19	24521350		22	21
chr19	24521421		14	14
chr19	24521440		10	10
chr19	24521513		13	12
chr19	24521564		17	17
chr19	24521923		36	36
chr19	24521958		33	33
chr19	24522190		21	20
chr19	24522194		20	19
chr19	24522664		23	22
chr19	24522699		20	20
chr19	24522923		15	15
chr19	24522931		14	14
chr19	24523008		14	6
chr19	24523068		20	15
chr19	24523550		11	1
chr19	24523553		12	1
chr19	24523880		15	3
chr19	24523893		10	5
chr19	24524335		22	22
chr19	24524357		24	18
chr19	24525332		28	28
chr19	24525340		30	29
chr19	24525877		30	30
chr19	24525881		29	28
chr19	24526458		21	21
chr19	24526469		18	16
chr19	24526806		15	12
chr19	24526865		8	4
chr19	24526953		8	4
chr19	24526974		9	4
chr19	24527256		17	16
chr19	24527265		16	15
chr19	24527809		25	24
chr19	24527831		30	29
chr19	24527907		33	32
chr19	24527992		29	27
chr19	24528011		30	28
chr19	24528062		25	24
chr19	24528633		26	25
chr19	24528655		31	29
chr19	24532413		13	13
chr19	24532426		12	11
chr19	24532809		21	20
chr19	24532849		14	14
chr19	24533004		10	10
chr19	24533066		8	8
chr19	24533219		16	15
chr19	24533269		13	13
chr19	24533707		14	14
chr19	24533795		14	14
chr19	24534037		6	6
chr19	24534049		9	8
chr19	24535019		12	12
chr19	24535041		17	17
chr19	24535501		11	11
chr19	24535520		11	11
chr19	24535735		29	29
chr19	24535778		32	32
chr19	24536047		18	17
chr19	24536081		17	17
chr19	24536639		24	23
chr19	24536681		20	20
chr19	24536835		15	15
chr19	24536862		12	12
chr19	24537103		13	9
chr19	24537150		14	10
chr19	24537914		13	13
chr19	24537946		19	19
chr19	24540414		25	24
chr19	24540476		23	22
chr19	24540940		12	12
chr19	24540986		16	16
chr19	24542057		19	19
chr19	24542075		15	7
chr19	24542481		7	7
chr19	24542484		8	7
chr19	24543431		22	10
chr19	24543448		21	21
chr19	24543932		10	9
chr19	24543941		11	10
chr19	24544073		26	25
chr19	24544091		26	26
chr19	24545873		9	9
chr19	24545883		8	7
chr19	24545901		11	10
chr19	24545928		14	14
chr19	24547725		12	2
chr19	24547773		14	9
chr19	24548613		15	15
chr19	24548663		14	14
chr19	24548801		23	22
chr19	24548818		20	20
chr19	24551141		32	32
chr19	24551158		43	33
chr19	24552108		12	12
chr19	24552177		12	11
chr19	24553039		8	8
chr19	24553082		18	18
chr19	24553112		22	22
chr19	24553155		18	18
chr19	24553239		12	11
chr19	24553253		8	8
chr19	24553726		13	11
chr19	24553770		7	7
chr19	24553940		19	17
chr19	24553978		23	16
chr19	24554026		25	25
chr19	24554048		18	15
chr19	24554140		20	18
chr19	24554169		22	20
chr19	24554644		24	3
chr19	24554693		16	7
chr19	24555027		5	0
chr19	24555049		5	0
chr19	24556665		7	0
chr19	24556667		7	0
chr19	24556933		13	0
chr19	24556953		14	0
chr19	24557256		21	11
chr19	24557296		24	0
chr19	24557330		26	1
chr19	24557339		27	0
chr19	24558015		19	12
chr19	24558093		32	20
chr19	24558757		14	14
chr19	24558765		14	13
chr19	24559232		10	10
chr19	24559250		9	9
chr19	24561249		27	25
chr19	24561290		28	28
chr19	24561352		36	34
chr19	24561362		37	37
chr19	24561647		18	18
chr19	24561651		16	16
chr19	24562832		21	21
chr19	24562899		13	13
chr19	24563604		26	25
chr19	24563660		23	23
chr19	24564606		10	8
chr19	24564681		13	12
chr19	24564829		27	25
chr19	24564863		30	30
chr19	24566452		33	32
chr19	24566469		31	29
chr19	24566569		13	13
chr19	24566575		13	13
chr19	24566705		12	10
chr19	24566750		23	20
chr19	24568037		34	34
chr19	24568065		34	32
chr19	24569344		21	20
chr19	24569367		21	18
chr19	24570439		18	18
chr19	24570458		24	24
chr19	24570856		23	23
chr19	24570890		30	28
chr19	24571005		23	23
chr19	24571073		17	17
chr19	24571430		29	29
chr19	24571489		28	28
chr19	24571844		10	4
chr19	24571889		10	10
chr19	24572053		9	5
chr19	24572083		19	16
chr19	24573523		20	18
chr19	24573571		20	20
chr19	24574137		15	15
chr19	24574159		16	16
chr19	24575326		14	11
chr19	24575350		13	9
chr19	24575503		18	16
chr19	24575535		11	8
chr19	24575801		30	27
chr19	24575873		25	22
chr19	24577475		22	19
chr19	24577489		17	16
chr19	24577918		19	17
chr19	24577945		21	20
chr19	24578817		29	28
chr19	24578831		30	28
chr19	24579818		19	19
chr19	24579847		21	21
chr19	24580944		14	14
chr19	24580972		17	16
chr19	24581510		15	14
chr19	24581565		12	8
chr19	24581704		18	16
chr19	24581726		18	18
chr19	24581850		24	24
chr19	24581884		20	20
chr19	24582319		15	15
chr19	24582395		12	12
chr19	24582942		17	16
chr19	24582952		15	15
chr19	24583263		12	11
chr19	24583268		13	11
chr19	24583809		8	1
chr19	24583889		15	1
chr19	24583962		16	2
chr19	24583995		14	3
chr19	24584262		18	0
chr19	24584297		17	0
chr19	24584354		22	2
chr19	24584393		17	2
chr19	24585144		17	17
chr19	24585190		19	18
chr19	24585387		10	9
chr19	24585392		9	9
chr19	24585563		40	40
chr19	24585599		46	44
chr19	24586541		15	14
chr19	24586546		16	14
chr19	24586915		26	25
chr19	24586949		15	15
chr19	24587321		8	8
chr19	24587335		5	5
chr19	24588917		23	22
chr19	24588950		21	19
chr19	24589859		28	28
chr19	24589877		27	27
chr19	24590030		20	20
chr19	24590076		28	27
chr19	24590338		24	23
chr19	24590350		25	18
chr19	24591318		43	40
chr19	24591355		47	47
chr19	24591757		13	13
chr19	24591792		11	11
chr19	24592143		62	59
chr19	24592194		51	48
chr19	24592545		11	11
chr19	24592591		12	12
chr19	24592975		9	9
chr19	24592985		8	7
chr19	24594115		23	23
chr19	24594177		32	31
chr19	24598734		23	22
chr19	24598738		23	23
chr19	24599245		19	11
chr19	24599276		21	15
chr19	24600348		19	10
chr19	24600384		20	17
chr19	24601156		21	20
chr19	24601159		21	21
chr19	24601410		11	11
chr19	24601413		11	10
chr19	24601556		14	14
chr19	24601572		15	15
chr19	24602001		13	13
chr19	24602015		14	14
chr19	24602707		11	10
chr19	24602786		9	9
chr19	24603106		22	22
chr19	24603186		17	17
chr19	24603256		20	13
chr19	24603279		25	17
chr19	24603831		6	6
chr19	24603845		4	4
chr19	24604173		16	16
chr19	24604176		15	14
chr19	24604305		11	11
chr19	24604357		8	8
chr19	24606425		6	5
chr19	24606462		15	14
chr19	24606512		15	13
chr19	24606595		7	3
chr19	24607120		13	13
chr19	24607192		10	8
chr19	24609144		20	15
chr19	24609189		17	17
chr19	24609310		16	12
chr19	24609340		21	21
chr19	24609814		6	6
chr19	24609874		8	7
chr19	24610225		14	13
chr19	24610246		14	14
chr19	24611018		28	21
chr19	24611059		24	11
chr19	24611361		10	0
chr19	24611379		10	1
chr19	24611810		5	4
chr19	24611882		5	4
chr19	24612636		8	8
chr19	24612656		9	9
chr19	24612866		25	23
chr19	24612897		27	27
chr19	24613105		17	16
chr19	24613169		4	4
chr19	24614285		15	15
chr19	24614289		13	13
chr19	24614944		14	14
chr19	24614959		13	13
chr19	24615713		11	11
chr19	24615790		15	11
chr19	24616030		14	13
chr19	24616086		8	8
chr19	24616256		8	8
chr19	24616293		9	9
chr19	24616945		8	8
chr19	24616975		11	11
chr19	24617324		21	21
chr19	24617343		17	17
chr19	24617817		40	39
chr19	24617820		40	38
chr19	24618172		34	34
chr19	24618197		24	23
chr19	24618309		28	28
chr19	24618322		30	30
chr19	24618509		5	5
chr19	24618518		5	5
chr19	24619438		30	29
chr19	24619460		29	28
chr19	24620025		14	14
chr19	24620046		12	12
chr19	24621209		10	10
chr19	24621269		11	11
chr19	24621312		16	14
chr19	24621394		24	24
chr19	24622453		27	19
chr19	24622463		23	13
chr19	24622706		13	9
chr19	24622771		16	15
chr19	24623016		16	15
chr19	24623041		11	11
chr19	24624405		16	16
chr19	24624461		10	10
chr19	24624734		12	11
chr19	24624796		42	40
chr19	24625457		34	33
chr19	24625475		32	32
chr19	24625593		16	16
chr19	24625595		17	17
chr19	24625862		27	27
chr19	24625899		22	22
chr19	24626004		21	21
chr19	24626067		25	25
chr19	24627419		18	17
chr19	24627440		15	15
chr19	24627513		10	10
chr19	24627598		16	16
chr19	24628674		14	14
chr19	24628686		17	17
chr19	24629304		24	23
chr19	24629360		12	12
chr19	24629482		16	16
chr19	24629496		14	14
chr19	24629645		13	12
chr19	24629681		16	15
chr19	24629746		16	15
chr19	24629784		13	12
chr19	24630124		12	12
chr19	24630143		13	12
chr19	24631352		13	13
chr19	24631400		8	6
chr19	24632044		7	7
chr19	24632070		11	10
chr19	24632313		26	24
chr19	24632343		24	23
chr19	24633034		18	17
chr19	24633067		18	18
chr19	24633952		9	9
chr19	24633990		11	9
chr19	24634323		14	13
chr19	24634345		14	11
chr19	24634650		5	2
chr19	24634671		5	1
chr19	24635474		13	13
chr19	24635500		12	12
chr19	24636113		11	11
chr19	24636198		10	10
chr19	24636872		18	6
chr19	24636876		17	5
chr19	24638273		15	15
chr19	24638282		13	13
chr19	24638507		14	14
chr19	24638544		14	13
chr19	24641246		17	15
chr19	24641250		17	16
chr19	24641822		29	28
chr19	24641864		32	31
chr19	24642357		12	12
chr19	24642390		11	11
chr19	24642406		10	10
chr19	24642480		14	9
chr19	24643054		24	24
chr19	24643059		22	22
chr19	24643307		21	21
chr19	24643354		14	12
chr19	24643987		11	10
chr19	24644000		14	13
chr19	24644911		12	12
chr19	24644999		6	6
chr19	24645022		10	8
chr19	24645025		10	10
chr19	24645108		7	7
chr19	24645116		5	4
chr19	24646039		4	4
chr19	24646042		6	2
chr19	24646223		12	12
chr19	24646250		9	9
chr19	24646422		9	9
chr19	24646461		9	9
chr19	24646611		14	14
chr19	24646615		13	13
chr19	24646737		23	22
chr19	24646783		26	24
chr19	24648638		20	19
chr19	24648686		20	20
chr19	24649126		16	14
chr19	24649172		11	10
chr19	24649502		20	20
chr19	24649504		20	19
chr19	24649603		36	35
chr19	24649659		39	35
chr19	24650003		30	29
chr19	24650090		22	16
chr19	24650756		21	14
chr19	24650774		21	20
chr19	24650815		23	22
chr19	24650895		13	9
chr19	24651056		13	9
chr19	24651097		18	15
chr19	24651210		24	14
chr19	24651295		14	14
chr19	24652609		10	2
chr19	24652682		13	2
chr19	24652710		16	5
chr19	24652769		17	8
chr19	24653936		22	18
chr19	24653988		22	19
chr19	24654260		29	7
chr19	24654278		28	11
chr19	24655259		17	17
chr19	24655272		19	19
chr19	24655545		13	12
chr19	24655574		10	9
chr19	24655640		11	11
chr19	24655700		14	14
chr19	24658073		24	21
chr19	24658083		18	17
chr19	24658267		12	12
chr19	24658297		12	12
chr19	24659719		14	14
chr19	24659757		21	20
chr19	24659914		21	21
chr19	24659986		15	15
chr19	24660509		18	15
chr19	24660591		17	16
chr19	24661260		21	20
chr19	24661267		20	19
chr19	24662351		13	13
chr19	24662381		21	21
chr19	24663645		25	14
chr19	24663652		25	13
chr19	24664624		21	19
chr19	24664647		23	20
chr19	24664864		20	16
chr19	24664887		28	23
chr19	24666023		11	3
chr19	24666078		10	1
chr19	24667464		5	4
chr19	24667490		7	6
chr19	24667708		22	10
chr19	24667779		14	4
chr19	24669326		11	11
chr19	24669371		16	16
chr19	24669513		9	9
chr19	24669593		12	12
chr19	24672632		18	14
chr19	24672635		20	19
chr19	24672909		10	10
chr19	24672941		14	13
chr19	24673419		12	8
chr19	24673425		12	8
chr19	24673606		24	9
chr19	24673680		14	3
chr19	24673713		8	2
chr19	24673754		6	2
chr19	24674116		8	7
chr19	24674197		13	12
chr19	24674255		13	11
chr19	24674290		16	11
chr19	24674805		16	15
chr19	24674888		21	21
chr19	24675559		23	21
chr19	24675584		19	19
chr19	24675723		18	16
chr19	24675746		16	16
chr19	24676511		13	11
chr19	24676544		12	11
chr19	24676852		7	5
chr19	24676859		8	8
chr19	24677730		8	2
chr19	24677772		8	4
chr19	24678769		18	15
chr19	24678775		18	11
chr19	24679307		16	15
chr19	24679317		15	13
chr19	24679506		20	19
chr19	24679515		21	21
chr19	24679736		14	14
chr19	24679738		13	12
chr19	24679845		11	10
chr19	24679885		16	12
chr19	24680411		16	14
chr19	24680472		18	18
chr19	24681034		13	13
chr19	24681076		15	12
chr19	24682523		25	23
chr19	24682574		23	23
chr19	24683043		23	21
chr19	24683053		25	22
chr19	24683164		32	20
chr19	24683195		32	25
chr19	24684462		17	17
chr19	24684496		19	19
chr19	24684706		12	12
chr19	24684754		13	13
chr19	24685356		46	46
chr19	24685384		49	48
chr19	24687426		25	25
chr19	24687440		27	27
chr19	24688003		16	15
chr19	24688055		16	16
chr19	24688329		22	19
chr19	24688359		23	21
chr19	24688509		4	4
chr19	24688549		4	4
chr19	24689371		15	15
chr19	24689382		15	15
chr19	24690725		17	17
chr19	24690748		19	16
chr19	24691273		26	26
chr19	24691278		26	26
chr19	24692618		16	14
chr19	24692650		14	14
chr19	24693204		16	15
chr19	24693209		17	17
chr19	24693514		26	26
chr19	24693536		29	28
chr19	24693736		14	14
chr19	24693756		16	15
chr19	24694402		22	17
chr19	24694412		17	14
chr19	24694803		14	14
chr19	24694896		9	7
chr19	24696805		51	46
chr19	24696838		37	36
chr19	24697822		46	43
chr19	24697890		17	16
chr19	24698502		14	5
chr19	24698576		19	8
chr19	24698619		24	7
chr19	24698682		26	3
chr19	24698827		23	5
chr19	24698836		23	6
chr19	24698905		20	7
chr19	24698923		18	7
chr19	24700627		10	9
chr19	24700655		7	7
chr19	24700729		5	5
chr19	24700797		8	6
chr19	24702042		22	19
chr19	24702067		23	20
chr19	24702215		20	18
chr19	24702299		20	20
chr19	24702384		30	26
chr19	24702397		29	29
chr19	24702821		9	9
chr19	24702869		11	11
chr19	24703713		33	20
chr19	24703726		31	26
chr19	24703803		15	12
chr19	24703822		20	11
chr19	24704136		24	17
chr19	24704186		34	19
chr19	24705322		18	13
chr19	24705341		19	16
chr19	24706621		21	13
chr19	24706638		26	21
chr19	24708925		22	21
chr19	24708978		30	30
chr19	24710812		14	14
chr19	24710851		12	12
chr19	24711136		29	29
chr19	24711168		28	27
chr19	24712869		10	10
chr19	24712887		9	9
chr19	24713505		36	36
chr19	24713544		36	35
chr19	24713626		28	25
chr19	24713639		29	25
chr19	24713754		13	12
chr19	24713763		11	11
chr19	24713867		13	11
chr19	24713900		15	15
chr19	24715536		21	19
chr19	24715600		39	39
chr19	24715612		37	37
chr19	24715624		36	34
chr19	24715862		25	25
chr19	24715894		20	20
chr19	24716560		17	2
chr19	24716581		16	4
chr19	24716723		33	1
chr19	24716784		27	9
chr19	24717103		14	14
chr19	24717153		20	20
chr19	24719604		30	8
chr19	24719698		15	7
chr19	24720114		14	12
chr19	24720160		17	17
chr19	24721007		29	22
chr19	24721023		28	23
chr19	24722509		33	33
chr19	24722518		33	33
chr19	24722702		25	25
chr19	24722736		19	17
chr19	24723119		16	9
chr19	24723166		17	11
chr19	24723243		15	10
chr19	24723285		16	13
chr19	24724272		22	14
chr19	24724295		20	12
chr19	24724526		21	9
chr19	24724537		18	6
chr19	24726621		17	17
chr19	24726675		22	19
chr19	24726822		17	17
chr19	24726894		12	12
chr19	24727683		18	17
chr19	24727695		22	21
chr19	24730045		13	13
chr19	24730061		15	15
chr19	24730676		32	29
chr19	24730681		27	20
chr19	24731020		17	13
chr19	24731061		20	20
chr19	24732207		24	17
chr19	24732224		28	21
chr19	24733434		21	20
chr19	24733477		24	23
chr19	24733557		18	17
chr19	24733597		15	15
chr19	24733608		18	18
chr19	24733662		15	13
chr19	24734812		9	8
chr19	24734850		9	9
chr19	24735273		14	12
chr19	24735283		15	15
chr19	24735412		20	18
chr19	24735486		19	18
chr19	24736315		15	14
chr19	24736384		15	14
chr19	24736973		10	10
chr19	24736978		13	13
chr19	24737410		23	23
chr19	24737419		21	21
chr19	24737960		10	10
chr19	24737967		11	11
chr19	24739030		12	12
chr19	24739082		18	18
chr19	24739324		11	11
chr19	24739340		14	14
chr19	24739729		28	23
chr19	24739734		27	23
chr19	24739807		31	25
chr19	24739863		28	25
chr19	24740057		15	14
chr19	24740075		15	15
chr19	24740503		10	10
chr19	24740531		11	11
chr19	24742124		22	20
chr19	24742130		19	19
chr19	24742705		12	11
chr19	24742795		14	14
chr19	24742953		19	19
chr19	24742982		17	17
chr19	24743251		26	25
chr19	24743283		29	28
chr19	24743433		21	20
chr19	24743446		17	16
chr19	24743671		39	38
chr19	24743680		42	42
chr19	24746245		6	4
chr19	24746249		6	5
chr19	24748660		82	81
chr19	24748687		76	74
chr19	24750404		20	20
chr19	24750455		22	19
chr19	24751902		11	11
chr19	24751919		14	9
chr19	24753036		11	10
chr19	24753088		13	13
chr19	24753322		35	35
chr19	24753349		28	28
chr19	24753620		22	22
chr19	24753649		17	16
chr19	24753845		5	2
chr19	24753886		10	9
chr19	24754016		11	3
chr19	24754052		7	0
chr19	24754342		10	3
chr19	24754374		9	2
chr19	24754402		11	3
chr19	24754445		18	10
chr19	24755425		18	18
chr19	24755479		18	17
chr19	24756326		26	21
chr19	24756350		27	23
chr19	24757109		32	32
chr19	24757195		21	21
chr19	24757204		26	25
chr19	24757284		14	13
chr19	24757814		40	40
chr19	24757841		33	33
chr19	24758730		58	57
chr19	24758743		54	53
chr19	24759114		16	16
chr19	24759148		13	13
chr19	24759230		15	14
chr19	24759278		17	14
chr19	24759521		14	13
chr19	24759565		20	20
chr19	24761005		20	19
chr19	24761086		24	23
chr19	24761639		6	6
chr19	24761651		10	9
chr19	24762233		13	13
chr19	24762239		14	14
chr19	24762614		19	15
chr19	24762691		16	16
chr19	24762824		14	9
chr19	24762882		13	13
chr19	24762921		17	15
chr19	24762998		17	17
chr19	24763207		25	23
chr19	24763227		21	20
chr19	24763507		25	24
chr19	24763600		24	24
chr19	24763617		21	19
chr19	24763658		18	17
chr19	24764431		20	20
chr19	24764490		20	19
chr19	24764538		19	19
chr19	24764589		14	13
chr19	24765311		24	24
chr19	24765324		20	20
chr19	24766244		9	9
chr19	24766300		10	10
chr19	24766316		14	14
chr19	24766335		18	16
chr19	24766819		23	23
