chr	pos		N	X
chr19	8688213		18	17
chr19	8688240		17	16
chr19	8689813		39	21
chr19	8689894		22	18
chr19	8691242		22	21
chr19	8691252		24	23
chr19	8691647		12	5
chr19	8691692		14	4
chr19	8691874		20	12
chr19	8691878		20	15
chr19	8691919		16	6
chr19	8691987		32	12
chr19	8692135		27	19
chr19	8692197		26	15
chr19	8693712		30	26
chr19	8693789		13	12
chr19	8693806		13	12
chr19	8693822		14	12
chr19	8694038		17	13
chr19	8694048		15	13
chr19	8694822		22	19
chr19	8694894		14	13
chr19	8695411		13	7
chr19	8695443		9	5
chr19	8695601		9	2
chr19	8695614		8	1
chr19	8697113		12	10
chr19	8697133		10	10
chr19	8697888		23	21
chr19	8697896		24	23
chr19	8698449		22	20
chr19	8698484		16	14
chr19	8698555		14	12
chr19	8698592		16	15
chr19	8699154		9	8
chr19	8699165		9	8
chr19	8699611		11	10
chr19	8699665		18	15
chr19	8700030		10	7
chr19	8700095		17	15
chr19	8700623		23	19
chr19	8700683		23	18
chr19	8701208		14	14
chr19	8701244		21	19
chr19	8701420		34	34
chr19	8701483		20	19
chr19	8701658		25	23
chr19	8701688		23	23
chr19	8701814		8	6
chr19	8701873		14	12
chr19	8702654		17	1
chr19	8702699		18	3
chr19	8703159		18	15
chr19	8703176		21	21
chr19	8704075		8	8
chr19	8704089		12	11
chr19	8704230		21	18
chr19	8704275		28	25
chr19	8704716		44	39
chr19	8704728		45	39
chr19	8705035		18	17
chr19	8705053		17	13
chr19	8706419		15	12
chr19	8706470		15	14
chr19	8706513		21	15
chr19	8706593		20	14
chr19	8707411		1	1
chr19	8707480		23	12
chr19	8708254		15	14
chr19	8708272		16	16
chr19	8708415		18	17
chr19	8708497		17	17
chr19	8709043		26	23
chr19	8709096		19	18
chr19	8709480		15	13
chr19	8709495		15	14
chr19	8709649		15	10
chr19	8709652		17	7
chr19	8709734		25	18
chr19	8709756		29	23
chr19	8710102		22	7
chr19	8710104		24	7
chr19	8711817		17	6
chr19	8711879		22	16
chr19	8712016		17	7
chr19	8712087		13	9
chr19	8712569		20	10
chr19	8712575		20	9
chr19	8713145		16	0
chr19	8713152		14	0
chr19	8714058		10	0
chr19	8714096		10	0
chr19	8714767		29	8
chr19	8714777		27	9
chr19	8716057		11	6
chr19	8716077		11	11
chr19	8716128		12	11
chr19	8716181		17	16
chr19	8716467		30	25
chr19	8716485		30	25
chr19	8716724		13	7
chr19	8716736		10	10
chr19	8717303		19	16
chr19	8717311		23	21
chr19	8720707		15	14
chr19	8720780		17	11
chr19	8722037		11	5
chr19	8722079		16	10
chr19	8723911		25	0
chr19	8723978		19	0
chr19	8724121		29	1
chr19	8724175		27	8
chr19	8726002		21	12
chr19	8726089		19	11
chr19	8726130		10	6
chr19	8726133		11	9
chr19	8727657		27	16
chr19	8727680		24	4
chr19	8729301		9	4
chr19	8729311		8	3
chr19	8730605		1	1
chr19	8730670		12	4
chr19	8730919		28	26
chr19	8730925		27	26
chr19	8731526		16	7
chr19	8731582		15	11
chr19	8731712		10	7
chr19	8731787		7	6
chr19	8731818		7	5
chr19	8731883		11	7
chr19	8732925		13	9
chr19	8732979		19	9
chr19	8734239		28	20
chr19	8734246		27	20
chr19	8734529		16	10
chr19	8734553		17	12
chr19	8735017		11	11
chr19	8735055		25	19
chr19	8736638		7	0
chr19	8736694		9	4
chr19	8736706		13	1
chr19	8736776		36	7
chr19	8737716		25	25
chr19	8737747		24	22
chr19	8738156		17	14
chr19	8738177		14	13
chr19	8738904		16	14
chr19	8738982		17	16
chr19	8739020		21	19
chr19	8739029		21	20
chr19	8739821		15	15
chr19	8739860		12	11
chr19	8740979		11	2
chr19	8740998		14	5
chr19	8741209		11	0
chr19	8741283		14	0
chr19	8741919		8	0
chr19	8741982		10	1
chr19	8744059		21	20
chr19	8744062		20	20
chr19	8744376		17	12
chr19	8744391		11	9
chr19	8746462		25	21
chr19	8746498		18	16
chr19	8746934		37	33
chr19	8746967		29	28
chr19	8747832		18	17
chr19	8747844		21	21
chr19	8747969		26	24
chr19	8747993		29	28
chr19	8748337		13	13
chr19	8748339		14	14
chr19	8748533		20	20
chr19	8748570		16	16
chr19	8748828		7	7
chr19	8748831		8	8
chr19	8749924		23	22
chr19	8749959		21	17
chr19	8752015		14	6
chr19	8752058		5	4
chr19	8752405		22	22
chr19	8752415		23	23
chr19	8753863		27	26
chr19	8753876		26	23
chr19	8754527		23	19
chr19	8754544		24	24
chr19	8755414		5	5
chr19	8755499		10	10
chr19	8755804		12	10
chr19	8755870		17	17
chr19	8757615		19	0
chr19	8757666		26	0
chr19	8757756		22	0
chr19	8757787		20	1
chr19	8759250		18	14
chr19	8759298		18	15
chr19	8761604		4	3
chr19	8761620		2	2
chr19	8762005		22	21
chr19	8762019		21	19
chr19	8762916		33	24
chr19	8762930		38	26
chr19	8763101		29	26
chr19	8763114		32	31
chr19	8763715		15	9
chr19	8763787		22	18
chr19	8764280		23	21
chr19	8764296		26	26
chr19	8764569		23	22
chr19	8764597		30	27
chr19	8766031		9	9
chr19	8766045		9	9
chr19	8766432		14	14
chr19	8766467		11	11
chr19	8767245		20	19
chr19	8767270		22	21
chr19	8767509		21	19
chr19	8767553		29	29
chr19	8768857		35	34
chr19	8768862		38	37
chr19	8769032		13	12
chr19	8769067		19	15
chr19	8769408		20	17
chr19	8769434		19	17
chr19	8769745		10	10
chr19	8769776		12	12
chr19	8770065		25	23
chr19	8770099		32	25
chr19	8770672		12	7
chr19	8770688		12	4
chr19	8772086		14	11
chr19	8772095		14	12
chr19	8772251		13	6
chr19	8772254		13	8
chr19	8773146		18	17
chr19	8773157		17	9
chr19	8773518		7	4
chr19	8773593		12	0
chr19	8773733		12	4
chr19	8773785		24	7
chr19	8774158		25	0
chr19	8774197		14	0
chr19	8774244		4	0
chr19	8774289		7	0
chr19	8775019		7	0
chr19	8775058		6	0
chr19	8777102		17	8
chr19	8777199		21	17
chr19	8778549		15	14
chr19	8778586		17	16
chr19	8778715		14	12
chr19	8778784		15	15
chr19	8779742		19	11
chr19	8779760		20	18
chr19	8780018		14	13
chr19	8780023		11	10
chr19	8780328		23	21
chr19	8780339		19	17
chr19	8781509		8	8
chr19	8781533		5	4
chr19	8781839		13	12
chr19	8781898		17	17
chr19	8782755		10	8
chr19	8782785		10	8
chr19	8783220		15	14
chr19	8783263		20	20
chr19	8783603		17	16
chr19	8783652		17	16
chr19	8785811		16	1
chr19	8785854		17	1
chr19	8786514		29	1
chr19	8786595		15	0
chr19	8786711		22	0
chr19	8786726		27	0
chr19	8787429		18	17
chr19	8787484		13	7
chr19	8788025		20	7
chr19	8788090		18	17
chr19	8788765		9	3
chr19	8788798		11	4
chr19	8789535		23	9
chr19	8789590		28	12
chr19	8790343		8	6
chr19	8790392		13	6
chr19	8790778		10	10
chr19	8790795		11	11
chr19	8791174		19	18
chr19	8791177		17	17
chr19	8791243		18	18
chr19	8791258		23	22
chr19	8794434		23	19
chr19	8794484		15	14
chr19	8794912		18	18
chr19	8794972		22	21
chr19	8795714		11	9
chr19	8795726		12	12
chr19	8796002		26	24
chr19	8796096		16	16
chr19	8796308		32	26
chr19	8796340		23	19
chr19	8797330		25	17
chr19	8797364		24	15
chr19	8797710		12	9
chr19	8797719		14	10
chr19	8798703		14	0
chr19	8798709		16	0
chr19	8799602		21	20
chr19	8799606		22	16
chr19	8800251		22	19
chr19	8800293		19	17
chr19	8801877		30	22
chr19	8801881		30	22
chr19	8802034		29	6
chr19	8802050		25	0
chr19	8803067		8	0
chr19	8803076		10	3
chr19	8803139		12	8
chr19	8803190		11	5
chr19	8803376		17	2
chr19	8803388		17	6
chr19	8803503		12	5
chr19	8803511		10	5
chr19	8803640		9	5
chr19	8803672		12	7
chr19	8804112		7	3
chr19	8804162		6	2
chr19	8805127		23	18
chr19	8805156		32	28
chr19	8805251		20	14
chr19	8805271		20	20
chr19	8805622		27	27
chr19	8805683		18	14
chr19	8807204		12	8
chr19	8807220		9	7
chr19	8807821		11	11
chr19	8807885		20	14
chr19	8810311		17	17
chr19	8810336		21	20
chr19	8811273		28	27
chr19	8811279		27	27
chr19	8811517		36	32
chr19	8811573		25	25
chr19	8813132		28	28
chr19	8813177		30	28
chr19	8815892		24	15
chr19	8815898		24	14
chr19	8816764		17	17
chr19	8816777		19	15
chr19	8817859		16	16
chr19	8817873		15	15
chr19	8818147		35	35
chr19	8818191		40	29
chr19	8818390		23	2
chr19	8818398		22	7
chr19	8819041		17	0
chr19	8819072		23	1
chr19	8819146		9	0
chr19	8819196		12	0
chr19	8819647		13	1
chr19	8819684		17	0
chr19	8820916		15	0
chr19	8820976		15	0
chr19	8821003		12	1
chr19	8821047		8	0
chr19	8821351		20	0
chr19	8821354		21	0
chr19	8821845		32	16
chr19	8821863		27	8
chr19	8822917		15	3
chr19	8822938		14	2
chr19	8823437		21	11
chr19	8823497		24	14
chr19	8823908		10	8
chr19	8823974		16	10
chr19	8824355		19	16
chr19	8824391		19	18
chr19	8824802		29	26
chr19	8824833		23	19
chr19	8825079		26	14
chr19	8825085		29	25
chr19	8825327		28	27
chr19	8825383		21	18
chr19	8826011		15	14
chr19	8826071		34	32
chr19	8827231		23	23
chr19	8827284		30	27
chr19	8827572		29	17
chr19	8827584		30	26
chr19	8828457		27	26
chr19	8828493		37	35
chr19	8828645		16	15
chr19	8828662		15	15
chr19	8829009		28	25
chr19	8829022		32	24
chr19	8831408		26	9
chr19	8831494		10	10
chr19	8832473		30	26
chr19	8832496		29	27
chr19	8833127		23	12
chr19	8833189		17	6
chr19	8834559		18	13
chr19	8834599		25	25
chr19	8835559		27	21
chr19	8835567		27	26
chr19	8836605		8	8
chr19	8836684		16	14
chr19	8836764		23	20
chr19	8836792		21	20
chr19	8836820		16	15
chr19	8836868		21	18
chr19	8837148		13	1
chr19	8837151		14	3
chr19	8837206		11	4
chr19	8837276		9	0
chr19	8837378		11	0
chr19	8837390		10	0
chr19	8837802		17	1
chr19	8837874		17	0
chr19	8838390		9	0
chr19	8838400		10	0
chr19	8838545		12	2
chr19	8838561		11	5
chr19	8838603		10	5
chr19	8838634		18	4
chr19	8839006		18	8
chr19	8839100		11	3
chr19	8839968		16	8
chr19	8839979		14	8
chr19	8840043		18	8
chr19	8840066		22	8
chr19	8840919		16	3
chr19	8840986		14	2
chr19	8841385		12	10
chr19	8841388		12	10
chr19	8841807		10	10
chr19	8841874		11	10
chr19	8841939		19	15
chr19	8841981		18	14
chr19	8843586		30	28
chr19	8843590		29	25
chr19	8844311		23	20
chr19	8844354		32	31
chr19	8844546		20	10
chr19	8844549		19	6
chr19	8845221		20	12
chr19	8845288		31	29
chr19	8845309		34	31
chr19	8845372		28	24
chr19	8846323		13	13
chr19	8846361		8	7
chr19	8846918		26	23
chr19	8847000		15	15
chr19	8847108		23	21
chr19	8847172		23	19
chr19	8847353		11	11
chr19	8847371		10	10
chr19	8847935		12	10
chr19	8847944		13	13
chr19	8848562		17	11
chr19	8848566		17	11
chr19	8848613		23	19
chr19	8848686		22	18
chr19	8848827		24	22
chr19	8848891		22	20
chr19	8849856		3	3
chr19	8849892		1	1
chr19	8849907		3	2
chr19	8849919		7	7
chr19	8850810		20	7
chr19	8850841		17	9
chr19	8850973		10	8
chr19	8850986		10	4
chr19	8851140		9	8
chr19	8851143		9	7
chr19	8851340		34	26
chr19	8851375		42	35
chr19	8851918		8	4
chr19	8851956		11	9
chr19	8852025		12	11
chr19	8852065		15	11
chr19	8853337		22	14
chr19	8853356		19	15
chr19	8854719		12	4
chr19	8854770		13	10
chr19	8856918		32	28
chr19	8856983		26	18
chr19	8857849		25	7
chr19	8857880		21	5
chr19	8859505		24	15
chr19	8859531		22	16
chr19	8860025		12	11
chr19	8860044		12	11
chr19	8860176		32	31
chr19	8860184		27	18
chr19	8860434		21	2
chr19	8860484		26	13
chr19	8860696		12	6
chr19	8860698		11	10
chr19	8861146		30	13
chr19	8861186		27	12
chr19	8862245		12	10
chr19	8862299		21	19
chr19	8863011		27	23
chr19	8863066		33	29
chr19	8863460		27	25
chr19	8863492		21	19
chr19	8865410		9	9
chr19	8865479		26	16
chr19	8866625		19	14
chr19	8866632		17	12
chr19	8867675		26	25
chr19	8867691		27	25
chr19	8868453		32	16
chr19	8868475		31	22
chr19	8869369		24	16
chr19	8869398		19	19
chr19	8869409		19	18
chr19	8869486		20	18
chr19	8869936		27	27
chr19	8869980		22	21
chr19	8870958		24	7
chr19	8870989		20	9
chr19	8871195		28	2
chr19	8871200		27	1
chr19	8872366		12	2
chr19	8872382		10	6
chr19	8874552		28	26
chr19	8874576		24	24
chr19	8875963		11	9
chr19	8875988		10	9
chr19	8876261		18	17
chr19	8876292		16	16
chr19	8876309		12	12
chr19	8876388		18	16
chr19	8877104		22	20
chr19	8877193		14	13
chr19	8879648		10	10
chr19	8879691		13	10
chr19	8880016		29	20
chr19	8880026		27	20
chr19	8881145		22	0
chr19	8881185		16	1
chr19	8881981		10	7
chr19	8881985		11	8
chr19	8883644		13	7
chr19	8883652		13	12
chr19	8884120		9	4
chr19	8884171		10	7
chr19	8885387		19	17
chr19	8885398		16	15
chr19	8885626		20	13
chr19	8885659		16	8
chr19	8886445		19	18
chr19	8886451		18	15
chr19	8887975		21	5
chr19	8887992		20	4
chr19	8888208		23	3
chr19	8888277		25	0
chr19	8889650		15	6
chr19	8889694		22	14
chr19	8890330		23	22
chr19	8890333		23	22
chr19	8890629		28	28
chr19	8890665		26	24
chr19	8890839		21	17
chr19	8890871		24	22
chr19	8891011		23	21
chr19	8891074		27	26
chr19	8891106		24	22
chr19	8891129		20	20
chr19	8892831		13	0
chr19	8892851		10	0
chr19	8894934		10	10
chr19	8894988		12	11
chr19	8895104		12	11
chr19	8895171		13	12
chr19	8895237		11	10
chr19	8895271		10	9
chr19	8895534		9	2
chr19	8895585		7	7
chr19	8895965		9	8
chr19	8895984		8	8
chr19	8896032		16	15
chr19	8896080		15	12
chr19	8896401		10	6
chr19	8896467		8	6
chr19	8896701		15	9
chr19	8896770		15	7
chr19	8896872		14	11
chr19	8896894		15	12
chr19	8897310		9	1
chr19	8897352		11	1
chr19	8897459		7	0
chr19	8897493		11	1
chr19	8898618		19	0
chr19	8898661		20	0
chr19	8898791		25	2
chr19	8898794		25	2
chr19	8899808		23	20
chr19	8899852		18	12
chr19	8899918		10	8
chr19	8899997		13	11
chr19	8901063		10	5
chr19	8901083		13	10
chr19	8901124		19	19
chr19	8901166		27	27
chr19	8902078		24	22
chr19	8902084		24	23
chr19	8902110		25	25
chr19	8902135		30	27
chr19	8903557		21	20
chr19	8903577		21	17
chr19	8903616		29	26
chr19	8903655		34	30
chr19	8904222		16	15
chr19	8904261		12	11
chr19	8904325		3	1
chr19	8904368		5	5
chr19	8905420		12	11
chr19	8905468		20	18
chr19	8906025		17	17
chr19	8906047		16	15
chr19	8906472		10	9
chr19	8906486		11	9
chr19	8907970		18	14
chr19	8907994		15	13
chr19	8908114		17	16
chr19	8908166		15	15
chr19	8908267		23	20
chr19	8908288		23	19
chr19	8908539		14	13
chr19	8908591		13	9
chr19	8908630		10	10
chr19	8908636		11	11
chr19	8910529		19	16
chr19	8910581		19	19
chr19	8910866		13	13
chr19	8910890		17	15
chr19	8911125		22	16
chr19	8911142		23	22
chr19	8911707		13	9
chr19	8911749		19	8
chr19	8911871		8	7
chr19	8911894		15	11
chr19	8911912		18	15
chr19	8911954		24	18
chr19	8915318		16	14
chr19	8915345		14	14
chr19	8915639		15	15
chr19	8915684		15	15
chr19	8916452		26	22
chr19	8916500		25	23
chr19	8916710		34	32
chr19	8916786		29	28
chr19	8917327		28	26
chr19	8917337		26	23
chr19	8917549		15	15
chr19	8917577		7	5
chr19	8919446		34	33
chr19	8919453		34	33
chr19	8920112		36	23
chr19	8920154		27	2
chr19	8921381		39	10
chr19	8921384		39	21
chr19	8922107		29	28
chr19	8922184		33	25
chr19	8923641		26	26
chr19	8923649		26	26
chr19	8923734		29	24
chr19	8923760		33	27
chr19	8925563		2	2
chr19	8925593		4	3
chr19	8926754		15	12
chr19	8926796		12	11
chr19	8927501		14	9
chr19	8927551		20	20
chr19	8927849		13	12
chr19	8927865		11	11
chr19	8928090		15	15
chr19	8928097		17	16
chr19	8928222		16	14
chr19	8928256		15	10
chr19	8928442		29	25
chr19	8928500		19	18
chr19	8928514		15	15
chr19	8928518		13	11
chr19	8928704		11	4
chr19	8928719		12	6
chr19	8929056		10	4
chr19	8929080		10	2
chr19	8929204		9	0
chr19	8929207		8	0
chr19	8930315		14	1
chr19	8930336		17	1
chr19	8930909		7	6
chr19	8930958		8	8
chr19	8931277		13	13
chr19	8931294		12	12
chr19	8931304		12	12
chr19	8931394		15	13
chr19	8931430		13	11
chr19	8931484		12	12
chr19	8932034		1	1
chr19	8932080		2	2
chr19	8932144		16	11
chr19	8932184		20	19
chr19	8933340		19	19
chr19	8933363		11	11
chr19	8933786		13	11
chr19	8933795		11	10
chr19	8934112		9	8
chr19	8934176		11	9
chr19	8934215		10	8
chr19	8934253		8	5
chr19	8936826		24	21
chr19	8936859		26	23
chr19	8937611		3	3
chr19	8937635		3	2
chr19	8937722		14	14
chr19	8937729		15	15
chr19	8938156		26	24
chr19	8938191		26	26
chr19	8939067		13	7
chr19	8939079		14	6
chr19	8940753		8	7
chr19	8940765		7	7
chr19	8941539		33	2
chr19	8941553		33	1
chr19	8942984		18	4
chr19	8942998		20	8
chr19	8943404		27	24
chr19	8943469		26	15
chr19	8944055		24	11
chr19	8944058		25	15
chr19	8944813		31	19
chr19	8944830		29	11
chr19	8945103		14	1
chr19	8945171		23	1
chr19	8945411		22	11
chr19	8945480		22	16
chr19	8945603		13	12
chr19	8945639		19	17
chr19	8946018		23	19
chr19	8946033		22	17
chr19	8946144		5	5
chr19	8946157		3	2
chr19	8946623		21	6
chr19	8946662		17	13
chr19	8947331		19	18
chr19	8947342		15	13
chr19	8948804		21	19
chr19	8948847		18	17
chr19	8949104		23	23
chr19	8949134		24	22
chr19	8950944		26	23
chr19	8950989		27	23
chr19	8952103		20	10
chr19	8952141		19	5
chr19	8952451		11	0
chr19	8952495		9	1
chr19	8952550		6	4
chr19	8952568		7	4
chr19	8953018		13	8
chr19	8953055		7	1
chr19	8953457		10	0
chr19	8953485		9	0
chr19	8954243		29	0
chr19	8954298		29	0
chr19	8954344		24	0
chr19	8954377		22	0
chr19	8954509		22	1
chr19	8954545		11	2
chr19	8955001		24	24
chr19	8955005		23	22
chr19	8955365		17	16
chr19	8955397		14	14
chr19	8955902		13	12
chr19	8955964		9	8
chr19	8958011		5	5
chr19	8958062		15	15
chr19	8959342		4	4
chr19	8959351		4	4
chr19	8959559		27	26
chr19	8959581		23	23
chr19	8959804		24	22
chr19	8959840		29	29
chr19	8962821		15	15
chr19	8962892		21	19
chr19	8963411		37	32
chr19	8963434		39	38
chr19	8963513		37	35
chr19	8963545		21	17
chr19	8963713		27	23
chr19	8963731		25	23
chr19	8964289		15	15
chr19	8964297		14	11
chr19	8965483		24	18
chr19	8965486		23	14
chr19	8965648		14	12
chr19	8965682		11	6
chr19	8966003		8	1
chr19	8966006		9	3
chr19	8966249		28	7
chr19	8966275		22	12
chr19	8967608		13	0
chr19	8967625		13	0
chr19	8967902		25	0
chr19	8967949		17	0
chr19	8968101		18	3
chr19	8968155		10	1
chr19	8968560		29	9
chr19	8968567		32	10
chr19	8969857		10	8
chr19	8969874		6	6
chr19	8970746		14	12
chr19	8970751		18	14
chr19	8971255		19	18
chr19	8971294		19	18
chr19	8971514		14	11
chr19	8971571		12	11
chr19	8972258		23	21
chr19	8972285		27	25
chr19	8972525		12	11
chr19	8972549		7	7
chr19	8972819		23	21
chr19	8972846		21	18
chr19	8972963		15	11
chr19	8972993		9	9
chr19	8973626		41	30
chr19	8973640		40	33
chr19	8974603		31	28
chr19	8974637		28	23
chr19	8976428		19	17
chr19	8976468		25	13
chr19	8976652		13	5
chr19	8976694		10	4
chr19	8977211		19	17
chr19	8977269		20	20
chr19	8977432		8	8
chr19	8977439		9	9
chr19	8977975		21	18
chr19	8977986		18	17
chr19	8982226		20	17
chr19	8982263		19	16
chr19	8983157		17	13
chr19	8983198		19	6
chr19	8984068		28	12
chr19	8984085		30	12
chr19	8984709		14	5
chr19	8984776		12	1
chr19	8988654		16	15
chr19	8988683		15	15
chr19	8988802		15	9
chr19	8988807		12	4
chr19	8990910		19	14
chr19	8990976		17	9
chr19	8991927		13	13
chr19	8991949		15	13
chr19	8992118		15	13
chr19	8992182		13	7
chr19	8993386		17	6
chr19	8993397		17	12
chr19	8993623		15	15
chr19	8993660		13	10
chr19	8994332		19	17
chr19	8994377		18	15
chr19	8994459		15	11
chr19	8994490		13	12
chr19	8994919		35	31
chr19	8994925		33	29
chr19	8995130		11	9
chr19	8995177		11	11
chr19	8995252		19	15
chr19	8995260		20	19
chr19	8995376		33	30
chr19	8995390		25	23
chr19	8995464		19	14
chr19	8995470		19	16
chr19	8995801		16	9
chr19	8995828		19	17
chr19	8996614		18	15
chr19	8996683		21	19
chr19	8996703		19	17
chr19	8996740		16	14
chr19	8997352		12	8
chr19	8997358		14	13
chr19	8997524		17	16
chr19	8997582		19	12
chr19	8997615		17	12
chr19	8997688		13	7
chr19	8998352		12	10
chr19	8998392		15	10
chr19	8998519		22	18
chr19	8998562		30	26
chr19	8998630		24	18
chr19	8998649		20	14
chr19	8998718		12	12
chr19	8998775		13	10
chr19	8999189		20	20
chr19	8999199		20	19
chr19	8999318		27	24
chr19	8999334		24	21
chr19	8999448		29	28
chr19	8999463		28	27
chr19	8999813		10	9
chr19	8999864		11	8
chr19	9000124		16	11
chr19	9000165		11	7
chr19	9000455		24	22
chr19	9000481		21	20
chr19	9000783		21	20
chr19	9000795		20	20
chr19	9001638		16	16
chr19	9001680		23	22
chr19	9002179		9	9
chr19	9002196		10	8
chr19	9007023		22	22
chr19	9007041		22	22
chr19	9016218		20	19
chr19	9016284		30	25
chr19	9016458		13	13
chr19	9016461		13	13
chr19	9016940		17	14
chr19	9016947		16	16
chr19	9017088		16	11
chr19	9017096		16	15
chr19	9017235		20	18
chr19	9017295		16	16
chr19	9018641		41	37
chr19	9018652		44	42
chr19	9019003		18	14
chr19	9019075		32	29
chr19	9020321		14	14
chr19	9020325		14	13
chr19	9020603		26	26
chr19	9020654		20	19
chr19	9021972		6	5
chr19	9021982		1	1
chr19	9023361		15	2
chr19	9023367		15	2
chr19	9023437		16	3
chr19	9023445		15	3
chr19	9023749		22	15
chr19	9023756		21	9
chr19	9028037		24	15
chr19	9028048		24	16
chr19	9028703		29	22
chr19	9028737		25	25
chr19	9029246		9	9
chr19	9029275		8	8
chr19	9029619		10	10
chr19	9029636		13	9
chr19	9032550		12	8
chr19	9032588		13	5
chr19	9032646		15	8
chr19	9032681		15	11
chr19	9034805		17	14
chr19	9034871		16	16
chr19	9036019		20	18
chr19	9036064		19	19
chr19	9037341		8	8
chr19	9037363		14	14
chr19	9037527		16	16
chr19	9037534		16	16
chr19	9038033		21	20
chr19	9038069		23	23
chr19	9038414		27	23
chr19	9038441		28	18
chr19	9039201		21	20
chr19	9039211		23	21
chr19	9039352		21	21
chr19	9039378		20	19
chr19	9040044		14	7
chr19	9040084		14	8
chr19	9040610		13	7
chr19	9040675		12	12
chr19	9041907		26	21
chr19	9041951		23	23
chr19	9044805		24	20
chr19	9044873		23	19
chr19	9044948		29	28
chr19	9044977		22	21
chr19	9047576		10	10
chr19	9047586		9	9
chr19	9050304		28	26
chr19	9050339		17	16
chr19	9050528		13	13
chr19	9050572		14	10
chr19	9050871		15	15
chr19	9050873		16	16
chr19	9053523		10	6
chr19	9053590		16	12
chr19	9053710		18	16
chr19	9053771		18	16
chr19	9055826		33	30
chr19	9055898		20	19
chr19	9057309		29	28
chr19	9057360		21	16
chr19	9059111		20	16
chr19	9059193		13	12
chr19	9059450		12	9
chr19	9059487		15	15
chr19	9059666		21	18
chr19	9059694		26	25
chr19	9060203		5	4
chr19	9060229		9	9
chr19	9060959		13	13
chr19	9060999		18	18
chr19	9061005		20	18
chr19	9061011		16	16
chr19	9061262		17	10
chr19	9061292		14	7
chr19	9061362		12	7
chr19	9061371		12	7
chr19	9061823		13	13
chr19	9061860		12	12
chr19	9063331		32	29
chr19	9063364		26	15
chr19	9064117		21	21
chr19	9064133		23	22
chr19	9065628		23	22
chr19	9065636		22	19
chr19	9066314		17	11
chr19	9066351		15	1
chr19	9066533		22	15
chr19	9066567		21	17
chr19	9067250		18	17
chr19	9067279		15	9
chr19	9068122		24	22
chr19	9068126		25	25
chr19	9068255		18	18
chr19	9068270		23	22
chr19	9069006		17	16
chr19	9069010		19	18
chr19	9069503		21	18
chr19	9069532		19	19
chr19	9069907		11	11
chr19	9069977		14	9
chr19	9070218		34	22
chr19	9070260		32	25
chr19	9070775		25	21
chr19	9070788		20	19
chr19	9071245		17	15
chr19	9071247		18	17
chr19	9071720		12	0
chr19	9071769		15	1
chr19	9072023		15	7
chr19	9072026		15	9
chr19	9072348		37	33
chr19	9072397		29	25
chr19	9074012		22	20
chr19	9074068		11	8
chr19	9074146		10	7
chr19	9074185		10	6
chr19	9074318		20	17
chr19	9074367		26	19
chr19	9074742		20	12
chr19	9074794		14	8
chr19	9075320		21	20
chr19	9075376		15	12
chr19	9076376		28	26
chr19	9076395		27	27
chr19	9076429		25	24
chr19	9076493		29	28
chr19	9076760		19	19
chr19	9076793		14	11
chr19	9076838		18	15
chr19	9076875		23	19
chr19	9077707		13	13
chr19	9077712		13	12
chr19	9078360		14	13
chr19	9078384		16	16
chr19	9078805		21	20
chr19	9078844		16	14
chr19	9079829		11	11
chr19	9079892		20	15
chr19	9080001		22	16
chr19	9080070		16	10
chr19	9080170		11	5
chr19	9080182		10	6
chr19	9080309		25	20
chr19	9080314		26	23
chr19	9080750		21	21
chr19	9080766		22	21
chr19	9081531		18	17
chr19	9081552		23	23
chr19	9081746		31	29
chr19	9081756		35	29
chr19	9081817		29	21
chr19	9081897		19	18
chr19	9082917		21	13
chr19	9082983		17	3
chr19	9083650		11	8
chr19	9083694		22	20
chr19	9086989		21	19
chr19	9086993		21	16
chr19	9088024		14	11
chr19	9088067		23	9
chr19	9088378		12	10
chr19	9088382		12	11
chr19	9089028		24	23
chr19	9089061		22	22
chr19	9090213		7	0
chr19	9090249		13	9
chr19	9090357		12	11
chr19	9090379		16	16
chr19	9091212		14	14
chr19	9091248		22	19
chr19	9093207		25	23
chr19	9093229		26	24
chr19	9093650		20	12
chr19	9093655		20	15
chr19	9094155		20	14
chr19	9094193		26	16
chr19	9095222		15	13
chr19	9095250		14	10
chr19	9097332		21	20
chr19	9097397		11	10
chr19	9097411		7	7
chr19	9097464		21	17
chr19	9098027		19	18
chr19	9098043		17	12
chr19	9098809		24	24
chr19	9098813		23	23
chr19	9099570		13	12
chr19	9099578		14	14
chr19	9099863		16	15
chr19	9099892		19	19
chr19	9100096		15	15
chr19	9100098		16	16
chr19	9100127		21	20
chr19	9100149		21	17
chr19	9100204		30	20
chr19	9100235		28	24
chr19	9100624		12	11
chr19	9100691		22	20
chr19	9100831		8	6
chr19	9100862		9	4
chr19	9101325		22	14
chr19	9101361		19	18
chr19	9101908		15	14
chr19	9101929		20	13
chr19	9102006		23	14
chr19	9102088		12	12
chr19	9102839		20	19
chr19	9102870		24	22
chr19	9103240		29	28
chr19	9103260		30	29
chr19	9104215		17	13
chr19	9104283		10	8
chr19	9104845		12	12
chr19	9104858		16	15
chr19	9104965		13	11
chr19	9104982		10	10
chr19	9105237		10	5
chr19	9105292		8	8
chr19	9105860		23	22
chr19	9105862		21	21
chr19	9106134		19	15
chr19	9106176		9	6
chr19	9106447		11	10
chr19	9106473		11	9
chr19	9107126		12	10
chr19	9107197		18	14
chr19	9107820		27	21
